"student_ID","avg_rate","b3C9s","g7R2j","k4W1c","m3D1v","r8S3g","s8Y2f","t5V9e","y9W5d","avg_time_consume"
"0088dc183f73c83f763e",0.304644808743169,1.63934426229508,12.7049180327869,1.63934426229508,17.2131147540984,23.7704918032787,2.45901639344262,20.9016393442623,19.672131147541,3.75
"00cbf05221bb479e66c3",0.232377538829152,5.0179211469534,9.31899641577061,1.0752688172043,17.5627240143369,29.0322580645161,1.7921146953405,18.9964157706093,17.2043010752688,11.3727598566308
"00df647ee4bf7173642f",0.212731925783749,12.8598848368522,16.1228406909789,0.575815738963532,19.5777351247601,13.2437619961612,1.15163147792706,10.9404990403071,25.5278310940499,19.3934740882918
"0107f72b66cbd1a0926d",0.46256038647343,2.17391304347826,10.8695652173913,5.07246376811594,22.463768115942,15.2173913043478,2.17391304347826,15.2173913043478,26.8115942028986,3.44927536231884
"011d454f199c123d44ad",0.255608974358974,4.32692307692308,11.5384615384615,0.480769230769231,36.0576923076923,7.21153846153846,3.36538461538462,21.1538461538462,15.8653846153846,3.42307692307692
"01558eef77a8d39b7103",0.384761904761905,3.42857142857143,8,5.14285714285714,24,18.8571428571429,0.571428571428571,15.4285714285714,24.5714285714286,12.9771428571429
"016226278e6a69e10aa4",0.194267515923567,3.18471337579618,8.9171974522293,5.09554140127389,14.3312101910828,29.2993630573248,0.636942675159236,18.4713375796178,20.0636942675159,3.71337579617835
"01a691413dc5897db83f",0.178510998307953,4.39932318104907,14.8900169204738,1.69204737732657,32.994923857868,9.98307952622674,1.1844331641286,13.7055837563452,21.1505922165821,6.34686971235195
"01d8aa21ef476b66c573",0.372408293460925,2.87081339712919,5.74162679425837,1.91387559808612,22.0095693779904,10.0478468899522,4.30622009569378,10.5263157894737,42.5837320574163,3.78947368421053
"01qkq6w2v62cimidb3b7",0.291935483870968,4.51612903225806,16.1290322580645,4.51612903225806,20.6451612903226,18.0645161290323,1.29032258064516,13.5483870967742,21.2903225806452,17.2064516129032
"02068067a434adb6556a",0,0,0,0,0,100,0,0,0,2.75
"0258f681a9e1756dfc76",0.17474566128067,7.00179533213645,5.2064631956912,1.97486535008977,25.4937163375224,21.5439856373429,0.897666068222621,18.850987432675,19.0305206463196,10.1508078994614
"03754dce5ec7731fb3e2",0.577425373134328,6.34328358208955,32.8358208955224,1.11940298507463,12.6865671641791,6.34328358208955,1.49253731343284,13.0597014925373,26.1194029850746,6.51492537313434
"037a76bc8e6bf5fe1fc0",0.936170212765957,10.6382978723404,10.6382978723404,2.12765957446809,27.6595744680851,12.7659574468085,2.12765957446809,10.6382978723404,23.4042553191489,3.38297872340426
"03aa0b20dd4af1888eef",0.301785714285714,6.42857142857143,10.3571428571429,0.357142857142857,18.5714285714286,27.1428571428571,2.85714285714286,7.85714285714286,26.4285714285714,3.425
"03b463f52c0fff35433b",0.639583333333333,3.75,6.25,1.25,42.5,12.5,1.25,12.5,20,10.5375
"03e0c9bff3a9557480d9",0.381856540084388,3.79746835443038,5.06329113924051,0.632911392405063,18.9873417721519,37.3417721518987,0.632911392405063,18.9873417721519,14.5569620253165,3.91772151898734
"04f2689b4ea16d8d7d9a",0.209735307312697,1.8842530282638,13.3243606998654,1.61507402422611,18.842530282638,23.8223418573351,0.53835800807537,17.7658142664872,22.207267833109,8.51009421265139
"0557b1363a5092b5811f",0.177280550774527,7.74526678141136,19.9655765920826,1.03270223752151,21.5146299483649,5.50774526678141,1.20481927710843,24.2685025817556,18.7607573149742,12.4922547332186
"0559e9cf806dab4cc20d",0.234405458089669,12.5730994152047,21.9298245614035,3.50877192982456,21.0526315789474,7.30994152046784,5.26315789473684,8.47953216374269,19.8830409356725,12.5292397660819
"056ab41140f68c15db14",0.372852233676976,3.78006872852234,28.8659793814433,0.343642611683849,25.085910652921,9.27835051546392,3.43642611683849,8.93470790378007,20.2749140893471,25.0034364261168
"058c03d945c4ae0978a0",0.59047619047619,13.3333333333333,17.1428571428571,5.71428571428571,18.0952380952381,5.71428571428571,1.9047619047619,7.61904761904762,30.4761904761905,3.51428571428571
"05e1c3ce1728da7e37e0",0.17816091954023,0,0,2.29885057471264,18.9655172413793,37.3563218390805,0,31.0344827586207,10.3448275862069,3.3448275862069
